reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,appId,sentiment
660c57f5-27de-418b-b067-d4338e195d85,ans SA,https://play-lh.googleusercontent.com/a-/ALV-UjWYY4XgHIHWyN7ZzJ5L-I-18I9AwMS1DKVY2px8VaotAXVx2km2QA,تطبيق رائعة لكن بدون مكمل عروض وتخفيض وخطوات أن شاء الله والله يوفق لجميع,4,45,4,2021-05-12 18:48:17,,,4,com.mowaamah,positive
783d1aef-edcd-4034-938e-7590759bc7a6,الإعلامي محمد بن حمد المسبحي (ابو حمد),https://play-lh.googleusercontent.com/a-/ALV-UjUkgiJfdLyRqCp21SeSNNuk2GFAv3jQYqIKaj2WJsQSHZi-mDm8,لا بأس,4,2,3.2.1,2023-05-22 23:41:46,,,3.2.1,com.mowaamah,positive
0a989b67-545d-49a3-a85a-71314a213b05,Hamdan Alzahrani,https://play-lh.googleusercontent.com/a-/ALV-UjV2S2dea0zP-OzvfEFA4xaD_Ktie62Xqv0ReQvOs7XpnlT8OsRV,تجربتي مع التطبيق جدا ممتازة بحكن عملي ومقابلة أشخاص كثر من بينهم ذوي احتياجات خاصة . شكرا مواءمة,5,85,2.0,2021-10-28 10:04:15,,,2.0,com.mowaamah,positive
a200ee3e-a021-403f-a311-998ab44c1ea2,عبدالله الشقران,https://play-lh.googleusercontent.com/a/ACg8ocLYK6kM7trZ1o97AtwNzeCw_R4rU-_bIqwqLPkDgWq9r8Qf1A=mo,مترجم لغة الاشارة ممتاز,5,27,3.4.6,2024-08-08 10:09:31,,,3.4.6,com.mowaamah,positive
bdeeaa24-8e51-4e81-a03a-2c82a7a083bf,نوف عبد العزيز,https://play-lh.googleusercontent.com/a-/ALV-UjWXaZPSK2jua4Pw8XRK1XZNzwJePzRW1D8RLORxWNtz66KQa80,تطبيق رائع...يخدم ذوي الإعاقة من الصم و المكفوفين...ومجهود يشكر عليه من المترجمين و المرشدين كل التوفيق لكم,5,16,,2024-08-08 11:22:59,,,,com.mowaamah,positive
6fe04998-0207-429b-bc38-c0646dfe7ad4,طاهر آل زيد,https://play-lh.googleusercontent.com/a-/ALV-UjXzveU3i92aBy0kTmqC-0Ds6A1XnnQiVtcIHvIn7apSZZFF5XGM2g,ممتاز ونتمنى لهم المزيد من التوفيق,5,8,3.1.3,2023-02-16 12:31:30,,,3.1.3,com.mowaamah,positive
24cc8101-eb22-45ac-9418-d5eb89d508c4,نوف الجلال,https://play-lh.googleusercontent.com/a-/ALV-UjXC1ix5pvgkbq4V0TF57a7wa0-3hw4zNRqgN7LlUIraTNwMoySSCw,رائع جدا جدا ومنظم,5,36,3.3.5,2024-04-18 21:36:51,,,3.3.5,com.mowaamah,positive
8ba4eb76-4a93-43c4-9098-1a1d8698ec80,يوسف هاشم عمر الزبيدي,https://play-lh.googleusercontent.com/a/ACg8ocJWmk6Elk0cv3nAE4LQVgKydPXIGKyA5O_wA6NKfI0rYbOqVw=mo,هذا الموقع الرائع مره ممتاز جدا جدا جدا,5,12,3.6.10,2025-04-26 06:02:43,,,3.6.10,com.mowaamah,positive
05e784bf-ff1c-4575-adfc-3a952b169f76,Fahad Albohery,https://play-lh.googleusercontent.com/a-/ALV-UjU_WyTcYskn5uBm_E_UE8Tv_-vuAdidj1vzWTF4eR7ra5qIv8ey,جهد مشكور إلى مزيد من التطوير كنت أظنه للتبرع لأصحاب الهمم,5,7,3.1.3,2022-12-21 14:52:33,,,3.1.3,com.mowaamah,positive
bb22659d-707a-483d-a579-917088a8bed6,معلم بويه بجده ديكورات ورق جدران بجده,https://play-lh.googleusercontent.com/a-/ALV-UjWPgT79r1OICTs26iGZpvzrhZ6LKK22dEf4Z_P9YgBDBw_ag0mw,تحت التجربه معلم دهانات بجده,5,4,,2023-05-24 09:46:20,,,,com.mowaamah,positive
7ce1bf67-6bb2-468c-9881-29712aa40eaa,algarni2oo9 Ahmed.algarni,https://play-lh.googleusercontent.com/a-/ALV-UjVCsgVuEN5JAUc5SGBNNLobbvndgAQ9yAF2AehSp9Xqvh3Jc0hA,وشكراً لك جزيلاً خيرآ,5,0,3.6.20,2026-04-28 10:34:27,,,3.6.20,com.mowaamah,positive
6bdc2c80-bc8e-4f17-8f6a-27c3e8631138,ABU FHD37,https://play-lh.googleusercontent.com/a-/ALV-UjWDiQzSj1_qWlmP12HRBML6UubeWmtBycZYdda5-RZp0eoFXdU,ماعرفنا بس مدام للناس أصحاب الهمم بيستاهل ٥,5,6,3.1.3,2022-12-26 20:32:30,,,3.1.3,com.mowaamah,positive
0b601eba-bfba-4cce-89b0-99f8d60a682c,m a,https://play-lh.googleusercontent.com/a/ACg8ocJpk3yn4x_qIixQrksRL7k-P4NIHxclDaZiqAEAgJy8LBr_Pw8=mo,الصم بكم مبسوط الاشارة,5,5,2.0,2021-11-20 15:57:33,,,2.0,com.mowaamah,positive
f67506f9-47eb-494c-a490-82913dd768a9,Thabit M,https://play-lh.googleusercontent.com/a-/ALV-UjWhJXK95Us5GjvCV0QtcfkLhZlknWKsch-MLy5DXZVG4KcVaBalUA,برنامج تشكر علية وزارة الموارد البشريه والتنمية الاجتماعية,5,3,3.3.5,2024-04-15 16:51:41,,,3.3.5,com.mowaamah,positive
f69c507e-761b-4057-a002-c60dd8feb03f,رميح الشمري,https://play-lh.googleusercontent.com/a/ACg8ocLjINEdMgI96JnlFw2F9DpO4dKKD4AmisRMlKvyyhBSgGJ-xA=mo,السلام عليكم شكرا مواؤمة,5,6,,2021-10-14 09:56:32,,,,com.mowaamah,positive
04ce9e87-eeef-4bac-8ef8-0c060cc7b242,Rahimu Llah,https://play-lh.googleusercontent.com/a-/ALV-UjWi1HpupfXRnR7b4kvSAl6ANrjz-6pBj_KEgrtyhUcXtoREPUOk,تمام الحمدلله بخير دامك معي انا في البيت ولا باقي ما يحاربون سريع مكه إلى العثة البريطانيه مملكة مناظره رسعر الفقيه طظومنه المدفعين عن آل سعود زكريا كالامياه مرحبا كيفك يارحمةالله و المسلمين والمسلمات والمؤمنين والمؤمنات الأحياء منهم والأموات اللهم امين يارب العالمين وإياكم يارب العالمين الله زكريا أبكم الوطن العربي والإسلامي الله وبركاته مساء الخير يا حبيبتي انا في البيت ولا باقي شي من سعادتكم قبول معروضي مرحبا كيفك يارحمةالله,5,3,,2022-05-22 17:59:42,,,,com.mowaamah,positive
af2a74b2-4443-4154-bd30-e26093d2f1a3,أحمد المعارك الرويلي,https://play-lh.googleusercontent.com/a-/ALV-UjXDuGkkPO3PnTkV572VxYEispm9MHv64JdUvZOmluZ_fo8qmoQU,ليس لدي خبرة,5,3,3.2.1,2023-05-25 17:16:44,,,3.2.1,com.mowaamah,positive
294c42d1-e1bf-4080-9072-075411ec70f7,Amar Abdalrhim,https://play-lh.googleusercontent.com/a-/ALV-UjWJZewUsm0UBM3ESRPWaOSCCeKoLWuV0J5Xu5DZOzKfrUCaIeQ,مشاهده ممتعه,5,1,3.4.7,2024-08-31 16:47:53,,,3.4.7,com.mowaamah,positive
9fb3ce6f-6d37-421c-b4f3-400725ad5065,علاء جامع,https://play-lh.googleusercontent.com/a-/ALV-UjV0imB69bgyGR5j3eSudoKnsPs3XwIBk5R5XudqTdupK7Yl5zx7,عملات رقميه,5,0,3.4.7,2024-09-13 12:34:46,,,3.4.7,com.mowaamah,positive
8e917a39-56d5-4c2c-a487-85bc97976391,Maha,https://play-lh.googleusercontent.com/a/ACg8ocIY_6VHq6eTPlbXcKDM6ZX1Oc8k13FrnNxflfPcbF2cqK_s=mo,كويس,5,0,3.6.19,2025-07-19 14:48:28,,,3.6.19,com.mowaamah,positive
c655019b-b499-4b85-88e2-14f4025ec413,معل ت,https://play-lh.googleusercontent.com/a/ACg8ocJJF3AFoXOMMTg88VYMouD70hUAQZzhBeri6xBrnO8yPTuxrQ=mo,عادل,5,0,3.6.19,2025-07-21 09:14:50,,,3.6.19,com.mowaamah,positive
52c03197-cc27-4876-b275-6b2316d74d98,خالد عيسي,https://play-lh.googleusercontent.com/a/ACg8ocLvlYiE00D5w1xSX3Eg4EoJ_1gmOWvwFnnjDfSIiUc2F6tBKw=mo,جيد,5,0,3.6.12,2025-05-10 10:31:08,,,3.6.12,com.mowaamah,positive
8d368d10-c6d1-4e40-aece-8439659ae7cf,عبدالله داود,https://play-lh.googleusercontent.com/a/ACg8ocIvTIuiDKPXVS8G0idWbR3CJo7vYm9BBvDATOkzinzoFUQ9Gg=mo,جميل,5,0,3.5.8,2024-12-11 12:48:36,,,3.5.8,com.mowaamah,positive
52e9da24-05f7-4603-bb17-ebaa6f0db901,نصرالدين بركات,https://play-lh.googleusercontent.com/a-/ALV-UjXCaUNzC_yzbIi1xoi0AALToTcF34IbQ5Zx0Yurde1zDoVAInE,جيده,5,0,3.5.2,2024-10-16 15:24:15,,,3.5.2,com.mowaamah,positive
6ac9b367-609b-4e05-a333-cecb8d85b728,Mansour Nasser Al-Ammmar,https://play-lh.googleusercontent.com/a-/ALV-UjXxOBrVxJgnZw7p1uV6vDeEQuWU5tSx2Vdi7tgvtKZq8lIGfwg,ضخمة قلبي وردية عمري 🤓 الفل اللهم الحياة أحبكم صباحكم العالمين آميين,5,0,3.5.1,2024-10-20 02:33:40,,,3.5.1,com.mowaamah,positive
5e785e38-96ed-4316-9e5b-50d17ac0d746,محمود محرم الشرعبي,https://play-lh.googleusercontent.com/a/ACg8ocKuSQfJirwotAl_Php8Oz9PLGbsGP9xJ6cyssX_PlKY7XRXEg=mo,جيد,5,0,3.5.1,2024-10-18 15:34:06,,,3.5.1,com.mowaamah,positive
b0b2f14e-a239-44d8-a34a-9f162b941569,Salem Basuraih,https://play-lh.googleusercontent.com/a-/ALV-UjX9sDg9gN2v0qJI9hwBviydmyUpWLUI4kjce3DnkM14KXWMelRo,ممتاز,5,0,3.5.0,2024-10-12 23:29:16,,,3.5.0,com.mowaamah,positive
90fe7201-69fb-4801-9303-c8d171ecec2d,محمد علي,https://play-lh.googleusercontent.com/a/ACg8ocL5QR9wgTGMYErKLS6lfSb5zk3L_64y9ZJoci_e4AaLf09BfQ=mo,تس,5,0,3.5.0,2025-01-18 19:10:43,,,3.5.0,com.mowaamah,positive
79828a58-aeff-466e-8891-cc70835a900f,ahmad alyami,https://play-lh.googleusercontent.com/a/ACg8ocIhLwPhBNWenPodib72jS4MqnaXDo5ZNfhpk-UDmUcRZUMYBg=mo,ممتازة,5,0,3.4.7,2024-10-19 10:01:19,,,3.4.7,com.mowaamah,positive
f9dbb0a2-b9ff-47e2-b6a7-aa2176467d42,Csr للخدمات الإستشاريه والتوريدات العموميه,https://play-lh.googleusercontent.com/a-/ALV-UjVocouPPT3dkrBvDLWuvz894nQau81vXiemkE94Uh_W1J_WfSE,Nice,5,0,3.4.7,2024-09-20 16:56:31,,,3.4.7,com.mowaamah,positive
c31104b9-e6f2-4ee1-9576-2fa55080e891,عبدالحميدمحمدقاسم اركاني,https://play-lh.googleusercontent.com/a-/ALV-UjV7UZNwCbB20BI7e2mWlzTk4KkJ74Ml0R40aTepRrG_LARzdmE-,مكةبلاجريمة,5,0,3.4.7,2024-09-01 22:28:59,,,3.4.7,com.mowaamah,positive
8ff7dbf1-bfbe-4c05-8a35-573b7780b4ce,alaDDin 65,https://play-lh.googleusercontent.com/a-/ALV-UjWeCdU8P1CaRQPqf6gRhf-lBl0_L6XME6_3rYH5fMJ8NTHDPRb2yw,good,5,0,3.4.3,2024-08-10 09:00:13,,,3.4.3,com.mowaamah,positive
8bea662f-e9ac-4d79-bd38-b585d9e732ea,Po Ml,https://play-lh.googleusercontent.com/a-/ALV-UjU-cxmrp9vtG8njDv9H_wj9PQcpaoKo5Cj8B0qCRVN2EK5kpnk,رائع جدا,5,0,3.3.6,2024-07-20 13:11:41,,,3.3.6,com.mowaamah,positive
e74c9d9a-908d-4b70-873c-7254ef9aa4d2,Khalid Ali,https://play-lh.googleusercontent.com/a/ACg8ocJI-AmWJOOiRoHM14v5EwcYiQqde25bCMeFze1vo0X6YR1wtg=mo,ممتاز,5,2,3.3.5,2024-04-20 19:39:47,,,3.3.5,com.mowaamah,positive
19cfbee0-6a05-4b67-b8da-7c7da28fd78c,محمد محمد,https://play-lh.googleusercontent.com/a/ACg8ocIhTql2zcnWtBxljQWMTyeOlEfSXCb4nXRPQsNlrY2mH2Lu4Q=mo,محمد سعيد عبدالله,5,1,3.3.5,2024-06-29 22:45:30,,,3.3.5,com.mowaamah,positive
962c8d0b-5c41-4675-97ee-0e73373281d2,صالح المالكي,https://play-lh.googleusercontent.com/a/ACg8ocKhVF5vU3E03gwVf3I-nVPJMJI_X-5BUqllRcAKmCghFL_Ulg=mo,تم,5,1,3.3.5,2024-06-24 14:40:55,,,3.3.5,com.mowaamah,positive
dbaf37ea-4163-43ed-b20d-9403c5ecb02f,احمد الشهري,https://play-lh.googleusercontent.com/a-/ALV-UjU80zBPSE-EhviZ7cJWDL-Y_eGSJPEjp8y-aWy-ltoQG6QYTfVv,ممتاز,5,2,3.2.5,2023-07-28 08:07:30,,,3.2.5,com.mowaamah,positive
9ec075c7-0e24-45af-bd59-59394d38976b,حمد الدوسري,https://play-lh.googleusercontent.com/a-/ALV-UjW5PhBbQTZtg2R_9LLQD7Swot7tS6Vm0OzHTicyd9v2qHbAJkJo,ممتاز,5,0,3.1.6,2023-07-06 11:25:18,,,3.1.6,com.mowaamah,positive
c19d7bff-3eda-4229-932e-986741786e00,سعود العواشز,https://play-lh.googleusercontent.com/a-/ALV-UjXmeRZz4ZMGBZ1U1PdD-T2vuV54mCgiDtOOiM0-qZ4-cwOvP095,. Bممتاز,5,4,3.1.3,2022-09-24 23:00:29,,,3.1.3,com.mowaamah,positive
3165f770-8d31-4794-a036-c3837df12b23,عبدالله بلغيث,https://play-lh.googleusercontent.com/a/ACg8ocIwaKKxh_RfbRP7gewDzKBYe3PpMiKopMyxISNOq9v6Etvx0w=mo,📱🐑🐑🐑🐑🐑🐑📲🇸🇦🚘📸,5,3,3.1.3,2022-12-17 00:10:21,,,3.1.3,com.mowaamah,positive
58293983-df6c-42c0-a362-fffa2fc76cf5,ابو لا 69,https://play-lh.googleusercontent.com/a/ACg8ocL5E4PtoSaIrCh8fktRoSaAA1opFadDu8wLpf8gkWagO5Qs6g=mo,👍🏻,5,2,3.1.3,2023-01-23 10:04:12,,,3.1.3,com.mowaamah,positive
ce36b408-ac56-4a97-85e2-2a3da8d7b3c6,طلال البخاري,https://play-lh.googleusercontent.com/a-/ALV-UjWkzKbUx8nKCeuWh6CiUpYF7Thxloh9x-u9n2sAzZrSLewcg24l,🥸,5,2,3.1.0,2022-06-08 19:44:22,,,3.1.0,com.mowaamah,positive
7f178827-fa04-49ae-a956-a55c738a61cb,انس دماس,https://play-lh.googleusercontent.com/a/ACg8ocL5fHgjSpIC7Q3sEkwafkMiV8CcojjV69ovt6T6fSR7O82Mjg=mo,ممتاز,5,3,3.0.2,2022-01-27 20:02:08,,,3.0.2,com.mowaamah,positive
bc2bdcdf-a643-4f3c-9421-da00a8fbfa77,ابراهيم الاسمري,https://play-lh.googleusercontent.com/a/ACg8ocKt4aRLy1bNdEjEbs-MMdUarXwPRJbSE1gD07iEjXMvoc1PTA=mo,ممتاز,5,2,2.0,2021-12-21 13:32:33,,,2.0,com.mowaamah,positive
f655bd78-4d75-4674-b77e-4cbfe7a019f0,The The,https://play-lh.googleusercontent.com/a/ACg8ocL54aZyS-NLPETyMGe9CYskZZGqajCLU1V2Jf6tpyPP12cXKt0=mo,ممتاز جدا,5,1,,2023-01-11 06:30:09,,,,com.mowaamah,positive
f86ab166-a770-43eb-84ac-873e24f51142,علي عمر علي ادم,https://play-lh.googleusercontent.com/a/ACg8ocLWKOxs_fZ6GjXa18j0-AY0bZ-JtFpbG57oPqiDkLva_VL7aA=mo,ممتاز,5,2,,2022-12-23 19:39:36,,,,com.mowaamah,positive
40ee4051-b625-4f24-ac38-c2f1d3881437,Z D,https://play-lh.googleusercontent.com/a/ACg8ocJ2tPG5u7-D_HBaTu01t5jHaFUav6GkkoGyImNT6MHpDzdTqZ--=mo,ممتاز,5,3,,2021-06-03 20:03:31,,,,com.mowaamah,positive
b67135d7-bd60-4055-8faa-5d84401f943f,Gg Gg,https://play-lh.googleusercontent.com/a/ACg8ocK5H_KWBdJuzUA4HNhy3PFR-rDX5eQS926uUzNCnquQRTcRKA=mo,ممتاز,5,2,,2022-12-26 18:08:00,,,,com.mowaamah,positive
50455e9d-b8a8-45f5-868d-8189e4eec705,‪H A (HA)‬‏,https://play-lh.googleusercontent.com/a-/ALV-UjU_ppkpUu7s30nLDonECTala8AzMHafmjtJZtw4SW3izDPWcUnm-g,👍,5,3,,2022-09-13 19:12:55,,,,com.mowaamah,positive
7788d2a3-4786-40f0-82ba-15d0d4375511,Vip Vip,https://play-lh.googleusercontent.com/a/ACg8ocJAa0a0_b9DzDms-a9gKNeEoqOaCng7S5tr7YkNDTPN3wqkVw=mo,Noasd,5,1,,2023-05-31 22:53:55,,,,com.mowaamah,positive
d3f20942-5fc8-4f70-8635-100b0d2e3fdc,Uhgg Yyt,https://play-lh.googleusercontent.com/a-/ALV-UjUgWB4JNSVxRJqlk5eGWFo_rEUoeK8_KEQBhAsk-1rZcToHQvk,موامة,5,2,,2023-10-01 02:26:46,,,,com.mowaamah,positive
72909840-ada8-41a4-a179-7f6482d147a2,mansour Almutiri,https://play-lh.googleusercontent.com/a-/ALV-UjUBm0C_9yooLp3hZCC5P-2CQJT7g62b56X-0OJxsQma1PvwPcCraQ,جاري الحذف ... لا تستطيع الدخول عن طريق النفاذ الوطني تسجيل جديد لا يقبل رمز التحقق فاذا هذه البدايه فلا اعتقد انه ذو فائده او اهميه لكي يتم تحميله .. لانه باعتقادي يفيد ويسوق لشركات التامين الطبي ذات الاسعار الخياليه والخدمات المحدوده,1,25,1.5.6,2021-10-31 19:13:26,,,1.5.6,co.ntime.cchi_majlis,negative
4e56f2fc-ac48-4135-8e24-3a868308635c,M. Ali,https://play-lh.googleusercontent.com/a/ACg8ocIlkc0WexyuVeosyAuOIOH5uuh7lK72JFFXd0zflUeMTOX7JQ=mo,لا يعمل بصورة جيدة أحاول إضافة مستفيد في قسم الشكوى لا يقبل .أيش الفايده من برنامج مايعمل بصورة صحيحة .,1,18,2.8,2024-01-22 23:05:09,,,2.8,co.ntime.cchi_majlis,negative
26d67000-2d4e-4ddd-9f22-a801191051a3,Manxx Maximan,https://play-lh.googleusercontent.com/a/ACg8ocILs-fE9OT3AqfIJif9kok2pDTJgtrvBMEdePPDkUtEDstBuw=mo,🙄🥴👎🏼 التطبيق صاير سيء جدآ لا يرضى يفتح و يشتغل زي اول ولا حتى يعطيك معلومات صحيحه وصاير الخلل فيه واضح جدا...لذلك نحذفه حتى يتم اصلاحه بالشكل المطلوب لتأدية الخدمات المطلوبه,1,12,,2022-04-05 22:50:38,,,,co.ntime.cchi_majlis,negative
eff0c8cf-45ee-41f7-a28e-213383d7082d,ِ َ,https://play-lh.googleusercontent.com/a-/ALV-UjXFsPsWkyoQuWhe93s1CZqnNO-HiyNIHCrf6ILG1_PxqmXp7xFy,عند الاستعلام عن حالة التامين يظهر: لايوجد نتائج للبحث على الرغم انه عند الاستعلام عن طريق الموقع بنفس رقم الهوية تظهر نتيجة الاستعلام بشكل صحيح,1,32,1.5.5,2021-10-05 13:38:29,,,1.5.5,co.ntime.cchi_majlis,negative
43c154fe-9eaa-41ce-9a3c-9a14d3d2eaf6,النورس المهاجر,https://play-lh.googleusercontent.com/a-/ALV-UjUgZYsYn2xzvLSfCZBDSqjyM3H2t-vJc2Y8lb5_dgBLqmcDov5ZlQ,لاول مرة شكيت ان هذا التطبيق يتبع مجلس الضمان الصحي لردائته ولكن حين دخلت الموقع الرسمي للمجلس انصدمت انه فعلا يتبع الضمان الصحي... بصراحة لايليق بكم ان يكون التطبيق بهذه الردائة لاتستتطيع الدخول عبر النفاذ الموحد بسبب عدم وصول الرسائل تنتظر ساعة وترجع من جديد ونفس الكلام ولا حتي تستطيع تسجيل حساب يعطيك رسالة بانه في مشكلة بالايميل مع ان الايميل صالح وصحيح 100%,1,4,,2022-03-21 20:51:22,,,,co.ntime.cchi_majlis,negative
4bfb2bae-9b07-40d6-9eb7-1d421f7d92c5,khaled alnahari,https://play-lh.googleusercontent.com/a/ACg8ocIZuGTMN66Kr5lQV6mWg7ZKAWFEe6SyrRgDag9lmi2RlKVqxQ=mo,حتى نجمه واخده مايستاهل التطبيق فاشل تبحث عن شبكة التغطيه للمستوصفات يطلع هناك خطأ غيرت من جوال آخر حدثت التطبيق دون جدوى !,1,14,2.2,2022-06-15 17:07:39,,,2.2,co.ntime.cchi_majlis,negative
5ca96f6a-cefc-45a3-9615-b4058131142a,محمد,https://play-lh.googleusercontent.com/a-/ALV-UjWQwVr1E7sYiTXqQRjwyUsQBmHGYn_aojztr3_ySCjqxuFxyr99,من اكبر عيوب التطبيق انه ما يحدد لك أقرب مستشفى أو مركز صحي تقدر تستفيد منه و يطلع لك اي اسم و يوم تروح لهم يقول لك تامينك غير شغال شف لك اي منشئة صحيه ثانيه يمكن يكون عندهم نرجو من العاملين على البرنامج حل المشكله بحيث يربط البرنامج مع التأمين و يعطيه أقرب منشئة صحيه تقدر تستفيد منها,1,4,3.1,2025-01-07 12:40:10,,,3.1,co.ntime.cchi_majlis,negative
fcb70790-5ce3-41ca-8194-8c330e3ccd06,َ َ,https://play-lh.googleusercontent.com/a/ACg8ocIsXeKENKuTZwHyNqgO8KmTouITq0-z9_tX9PVWz8km2GZT-aQ=mo,قلك ضمان يهتم وتطبيق مو شغال تدخل نفاذ وتخلص كل الخطوات بعدين يرمي عليك ان جوالك مو متصل بالانترنت اجب كيف سجلت دخول لنفاذ بموجات الراديو مثلا,1,0,1.5.4,2024-07-16 21:55:40,,,1.5.4,co.ntime.cchi_majlis,negative
7c9a24b9-c63a-432a-a5f2-dcbb1c0db1b0,نجيب الجعفري,https://play-lh.googleusercontent.com/a/ACg8ocKdWqnK2AxJNHBuT5cDvB5nHy0OEUr7Yzu8kCEndrysRBdUbVSP=mo,عندما اسجل مستخدم جديد ويوصل رمز التحقق. كلما اسجل رمز التحقق لإكمال التسجيل . تطلع رساله خطاء في رمز التحقق ارجو إصلاح الخلل,1,12,1.5.4,2020-10-05 05:20:48,,,1.5.4,co.ntime.cchi_majlis,negative
03a497ca-53e5-4a38-bdd7-50f5965d8413,Hatim Obaid,https://play-lh.googleusercontent.com/a-/ALV-UjXdk80RniZC_IuSxW1lFY4E9YwuOJRTQJaaplks7hpjUPm5HCTa-Q,سيئ جدااااااااااااا لاتظهر لي المجمعات و المستوصفات و المشافي التي انا في ظمن النطاق الجغرافي لها؟؟؟,1,5,2.4,2022-10-27 16:43:43,,,2.4,co.ntime.cchi_majlis,negative
e2e14207-08bc-4b84-a0af-32fd463e085b,Usa Mas,https://play-lh.googleusercontent.com/a/ACg8ocJWhxpTS2dJOhwN-gNDsY2-KlpZpYf_TEoFVT3bfAYs8sh2WQ=mo,للاسف غير فعال وغير متكامل صعب طلب الدعم او رفع شكوي من خلاله ولا من خلال الدعم الصوتي .. غير متكامل مع الواتس اب والايميل,1,14,2.5,2023-03-09 07:48:03,,,2.5,co.ntime.cchi_majlis,negative
